Stem,Word_anew,Word_mrc,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum,D.Mean.Sum,D.SD.Sum,D.Rat.Sum,Conc,Imag 
shoulder,shoulder,shoulder,5.1,1.89,20,2.96,1.61,23,4.81,1.4,21,589,577
shout,shout,shout,5.0,1.65,20,6.29,2.05,21,5.85,2.2,33,471,484
shovel,shovel,shovel,4.8,1.58,20,3.5,1.87,22,6.42,1.74,19,581,538
show,show,show,5.91,1.27,22,4.1,2.41,21,5.83,1.98,18,402,424
shower,shower,shower,7.19,1.57,21,4.15,2.72,20,7.47,1.68,19,588,615
shriek,shriek,shriek,3.45,1.8,38,5.37,2.82,41,4.0,1.67,44,481,515
shrimp,shrimp,shrimp,6.95,1.72,21,3.78,2.52,23,5.23,1.88,26,629,618
shrug,shrug,shrug,4.71,1.82,21,3.9,1.74,20,5.1,2.4,20,421,497
shutter,shutter,shutter,4.7,1.81,20,3.38,2.33,21,5.28,2.17,25,562,533
sick,sick,sick,2.29,1.38,21,4.67,2.58,21,2.84,1.97,25,404,456
sick,sick,sickness,2.29,1.38,21,4.67,2.58,21,2.84,1.97,25,444,489
sick,sickly,sick,3.16,1.99,25,4.41,2.5,22,3.85,1.98,20,404,456
sick,sickly,sickness,3.16,1.99,25,4.41,2.5,22,3.85,1.98,20,444,489
sick,sickness,sick,2.4,1.27,20,3.95,2.25,41,2.8,2.14,20,404,456
sick,sickness,sickness,2.4,1.27,20,3.95,2.25,41,2.8,2.14,20,444,489
side,side,side,5.32,1.32,22,3.14,2.08,21,5.82,1.91,17,394,386
sieg,siege,siege,4.1,2.1,21,5.55,2.44,20,4.39,2.61,36,417,445
sigh,sigh,sigh,4.29,1.74,21,2.91,1.74,22,5.0,2.37,21,380,440
sight,sight,sight,7.11,1.41,18,3.2,2.89,20,5.94,1.86,18,393,406
sight,sighting,sight,5.57,1.29,21,4.26,2.03,23,5.62,1.98,26,393,406
sign,sign,sign,5.27,1.08,22,3.19,1.83,21,5.38,2.06,16,520,534
signal,signal,signal,5.27,1.16,22,4.05,2.28,20,7.05,2.17,19,464,513
silenc,silence,silence,5.25,2.07,20,3.48,2.66,23,6.26,1.73,19,352,470
silenc,silencer,silence,3.9,1.79,21,3.57,2.76,23,4.0,2.59,18,352,470
silk,silk,silk,6.55,1.93,40,3.88,2.5,41,5.55,2.37,49,538,510
silver,silver,silver,7.48,1.75,21,4.0,2.53,20,7.05,2.39,19,564,582
simpl,simple,simple,7.17,1.54,18,2.71,2.35,21,6.5,1.62,18,306,344
sin,sin,sin,3.08,1.85,40,5.82,2.04,22,5.74,2.21,19,273,441
sin,sinful,sin,3.37,2.39,19,5.76,2.34,21,4.09,2.58,47,273,441
sing,sing,sing,7.5,1.37,22,4.1,2.49,21,6.67,1.88,18,421,527
singer,singer,singer,6.9,1.41,20,4.86,2.08,21,5.79,2.17,34,553,575
sink,sink,sink,4.62,1.63,21,3.7,2.18,23,4.1,2.27,20,590,599
siren,siren,siren,3.8,2.09,20,6.1,2.86,20,4.88,2.29,26,538,578
sister,sister,sister,7.0,1.77,22,3.86,2.06,21,5.59,2.53,17,575,613
sit,sit,sit,5.82,1.18,22,3.19,2.11,21,6.06,2.31,18,437,487
site,site,site,5.22,1.48,18,3.55,1.63,22,6.09,1.93,22,408,406
situat,situation,situation,5.33,1.53,18,4.05,2.58,20,4.33,2.14,18,311,319
sixpenc,sixpence,sixpence,4.62,1.63,21,3.52,2.15,23,5.22,2.16,18,583,602
size,size,size,5.61,1.42,18,3.14,2.17,21,5.22,2.02,18,354,415
skate,skate,skate,6.74,1.66,19,4.48,2.5,23,4.84,1.86,19,562,563
sketch,sketch,sketch,6.21,1.4,19,4.33,2.2,21,6.2,1.91,25,535,510
ski,ski,ski,5.91,2.11,22,6.05,2.55,19,4.86,2.35,21,590,615
ski,skiing,ski,6.25,2.07,20,5.4,2.36,25,5.7,2.36,20,590,615
skill,skill,skill,6.65,1.81,20,4.94,2.39,18,7.41,1.65,22,346,366
skill,skilled,skill,7.05,1.05,22,5.0,2.6,19,7.43,1.66,21,346,366
skill,skillful,skill,6.86,1.28,22,4.42,2.3,26,6.75,2.15,24,346,366
skillet,skillet,skillet,5.85,1.9,20,3.24,2.66,21,5.33,2.32,24,579,586
skin,skin,skin,5.78,1.63,18,3.25,2.51,20,5.0,1.71,18,614,638
skirt,skirt,skirt,6.14,1.88,21,4.88,2.63,24,5.86,2.13,21,614,573
skull,skull,skull,3.63,2.03,19,4.98,2.34,45,4.19,2.18,21,570,609
skunk,skunk,skunk,3.78,1.96,18,5.81,2.23,21,4.04,1.89,23,648,652
sky,sky,sky,7.32,1.7,19,2.74,1.91,23,5.61,2.42,49,542,618
skyscrap,skyscraper,skyscraper,5.84,1.54,19,5.33,2.46,40,5.25,2.4,20,618,577
slag,slag,slag,2.63,1.57,19,3.9,2.19,21,3.92,1.82,24,426,373
slang,slang,slang,5.25,1.65,20,4.47,2.5,17,5.59,2.15,22,373,411
slap,slap,slap,2.95,1.43,19,4.59,2.3,22,4.78,2.52,50,511,542
slave,slave,slave,2.06,1.92,18,4.53,2.68,45,2.61,2.5,61,539,564
slaveri,slavery,slavery,2.0,1.97,18,5.45,3.0,22,2.68,2.4,28,393,517
slay,slay,slay,2.63,1.54,19,4.9,2.28,21,5.39,2.86,23,411,454
sleep,sleep,sleep,7.22,1.65,41,3.6,2.57,43,5.3,2.58,23,484,530
sleet,sleet,sleet,4.4,1.88,20,4.0,2.53,20,3.88,1.9,25,538,547
sleev,sleeve,sleeve,5.95,1.39,19,3.26,2.34,23,6.05,1.72,19,587,550
sleigh,sleigh,sleigh,6.11,1.7,19,3.42,1.98,24,5.85,2.21,27,613,608
slice,slice,slice,5.05,1.65,19,3.5,2.52,20,5.05,2.35,20,443,507
slide,slide,slide,5.71,1.71,21,3.3,2.1,23,5.5,2.38,18,504,490
slime,slime,slime,3.15,1.57,41,4.58,2.47,43,4.04,1.71,26,545,558
slip,slip,slip,4.33,1.28,21,4.7,2.03,23,3.81,1.92,26,448,497
slipper,slipper,slipper,5.8,1.47,20,3.83,2.41,24,5.93,2.18,28,585,595
slit,slit,slit,4.26,2.26,19,4.23,2.54,22,4.22,2.24,23,520,508
slope,slope,slope,5.42,1.46,19,3.59,2.89,22,4.5,1.53,28,513,578
slow,slow,slow,4.0,1.33,43,2.89,2.05,47,5.39,2.38,41,293,377
sluggish,sluggish,sluggish,4.05,1.96,21,3.2,2.24,20,4.5,2.31,36,343,382
slumber,slumber,slumber,6.24,1.7,21,2.73,2.14,22,5.08,2.1,25,386,500
slush,slush,slush,4.68,1.98,41,4.16,2.63,19,4.78,2.41,23,570,567
smack,smack,smack,3.95,2.22,19,5.39,2.21,23,5.11,2.22,18,451,601
small,small,small,5.76,2.02,21,3.43,1.78,21,4.53,2.07,17,402,447
smart,smart,smart,7.73,1.2,22,3.81,2.27,21,6.81,2.61,16,304,396
smash,smash,smash,4.68,1.46,22,5.76,2.17,21,5.77,1.88,22,402,518
smear,smear,smear,3.84,1.64,19,4.04,2.74,23,4.89,2.36,28,355,415
smell,smell,smell,6.39,1.79,18,5.24,2.83,21,5.44,2.28,18,450,477
smile,smile,smile,7.89,2.19,18,4.62,3.09,21,7.72,1.18,18,514,615
smoke,smoke,smoke,3.44,2.23,18,5.0,2.7,20,4.17,2.2,18,541,615
smooth,smooth,smooth,6.42,1.77,19,2.76,2.02,21,6.26,1.88,46,406,472
smother,smother,smother,2.68,1.57,19,4.75,2.59,20,4.2,2.28,20,377,413
smut,smut,smut,3.73,1.75,22,5.62,2.68,26,4.96,2.56,24,449,426
snail,snail,snail,4.52,1.73,23,3.05,2.01,22,5.58,2.46,19,579,577
snake,snake,snake,4.03,1.79,38,7.24,1.61,21,3.65,2.28,20,621,627
snap,snap,snap,4.42,1.57,19,3.42,2.17,19,4.86,2.14,22,420,410
sneer,sneer,sneer,3.3,1.92,23,4.36,2.36,22,5.0,2.13,19,371,494
sneez,sneeze,sneeze,4.0,1.9,21,4.81,2.02,21,3.2,2.53,25,563,562
snort,snort,snort,4.55,1.82,22,4.19,2.54,21,5.09,1.51,22,424,472
snow,snow,snow,6.78,1.78,37,4.57,2.72,42,5.62,1.9,26,618,597
snub,snub,snub,3.23,1.38,22,3.86,2.8,21,3.75,1.76,28,280,348
soap,soap,soap,7.1,1.41,20,2.62,2.4,21,5.32,2.69,25,598,600
soar,soar,soar,6.6,1.7,20,5.14,2.23,22,6.11,1.94,19,366,436
sob,sob,sob,2.65,1.81,20,4.89,2.76,18,3.29,2.31,24,425,483
sobrieti,sobriety,sobriety,6.0,1.7,21,3.8,2.14,20,5.62,2.82,21,325,380
soccer,soccer,soccer,5.84,1.92,19,4.68,2.77,22,5.77,1.95,22,524,570
social,social,social,6.08,1.62,40,5.16,2.3,43,5.17,2.07,18,242,386
social,socialism,social,4.0,2.43,19,4.68,2.44,22,3.96,2.01,24,242,386
social,socialize,social,5.95,1.7,20,5.1,2.17,21,6.44,2.4,25,242,386
socialist,socialist,socialist,4.11,2.56,18,4.44,3.07,18,4.32,2.39,25,443,352
societi,society,society,5.24,1.61,21,4.55,2.04,20,6.32,2.56,19,335,440
sock,sock,sock,4.43,2.04,21,3.09,1.9,23,5.14,2.17,21,581,553
sod,sod,sod,4.85,2.01,20,2.14,1.53,21,5.08,2.3,24,569,467
soda,soda,soda,5.47,2.06,19,4.77,2.27,22,6.04,2.12,24,600,544
sodium,sodium,sodium,4.17,2.01,18,3.73,2.1,22,5.33,2.08,24,511,423
sofa,sofa,sofa,6.26,1.69,19,2.9,2.57,21,5.84,2.48,19,629,597
soft,soft,soft,7.13,1.66,38,3.04,2.46,45,6.1,2.56,60,414,476
soft,soft,softly,7.13,1.66,38,3.04,2.46,45,6.1,2.56,60,363,456
soft,softness,soft,6.75,1.97,20,5.06,3.02,18,5.92,2.64,24,414,476
soft,softness,softly,6.75,1.97,20,5.06,3.02,18,5.92,2.64,24,363,456
soil,soil,soil,5.21,1.55,19,2.76,1.76,21,5.18,2.36,22,581,566
soldier,soldier,soldier,5.45,2.34,22,5.9,2.55,20,5.84,2.69,19,578,578
sole,sole,sole,4.9,1.34,21,3.78,1.93,23,5.27,1.85,26,484,462
solemn,solemn,solemn,4.66,2.03,41,2.9,1.76,21,5.92,1.87,26,322,392
solemn,solemn,solemnity,4.66,2.03,41,2.9,1.76,21,5.92,1.87,26,289,314
solut,solution,solution,6.3,1.63,20,4.29,2.43,21,6.53,1.95,19,388,391
somersault,somersault,somersault,6.37,1.67,19,4.73,2.23,22,6.32,2.06,19,482,562
song,song,song,7.59,1.76,41,4.6,2.58,47,6.95,1.76,22,514,578
soot,soot,soot,5.19,2.18,21,4.65,2.32,20,5.0,2.06,36,563,531
soprano,soprano,soprano,4.95,1.63,21,4.62,2.65,21,5.67,2.11,21,497,535
sore,sore,sore,2.8,1.2,20,4.06,2.26,18,3.92,2.41,24,502,486
sorrow,sorrow,sorrow,2.95,1.72,21,3.55,1.95,22,3.8,2.17,20,282,429
sorrow,sorrowful,sorrow,3.43,2.06,21,3.64,2.48,25,4.11,1.88,19,282,429
soul,soul,soul,6.61,2.3,18,4.3,2.56,20,6.56,2.01,18,289,366
soul,soulful,soul,7.1,1.25,20,5.68,2.93,19,6.38,1.94,26,289,366
sound,sound,sound,6.45,1.34,22,4.14,2.35,21,5.5,1.54,18,502,497
soup,soup,soup,7.05,1.4,21,4.24,2.57,25,6.64,2.17,22,615,604
sour,sour,sour,3.95,1.93,19,4.95,2.06,22,4.34,2.33,58,458,495
south,south,south,6.11,1.68,18,3.48,2.42,21,4.89,1.78,18,347,476
sow,sow,sow,5.11,1.1,19,3.71,1.76,21,5.74,2.07,23,504,479
space,space,space,6.89,1.57,38,3.6,2.82,45,4.98,2.6,61,381,538
space,spacing,space,5.21,1.23,19,3.19,1.75,21,4.4,2.3,20,381,538
spade,spade,spade,5.48,1.33,21,3.74,2.53,23,4.88,1.58,26,565,578
span,span,span,5.74,1.41,19,3.1,2.17,20,5.78,1.76,23,352,381
spank,spank,spank,3.76,2.21,21,5.91,2.35,23,4.76,2.8,17,479,522
spank,spanking,spank,3.0,1.62,20,5.98,2.24,44,4.62,2.72,48,479,522
spare,spare,spare,5.57,1.29,21,4.45,2.42,20,5.63,2.41,19,313,316
spark,spark,spark,6.05,1.86,21,5.83,2.55,23,4.9,1.87,21,526,539
spark,sparkly,spark,6.7,1.87,20,6.55,2.7,20,5.12,1.99,25,526,539
sparrow,sparrow,sparrow,6.58,1.57,19,3.78,2.58,23,4.68,1.97,19,629,583
spasm,spasm,spasm,3.17,1.42,18,5.24,2.34,21,3.26,2.26,23,439,486
spatula,spatula,spatula,5.14,1.42,21,2.86,1.8,21,6.41,1.53,22,586,517
speak,speak,speak,5.91,1.63,22,4.19,2.38,21,5.89,1.94,18,419,488
speaker,speaker,speaker,5.32,1.21,22,4.35,2.46,23,5.47,1.58,19,537,549
spear,spear,spear,4.43,1.6,21,4.7,2.3,23,5.0,2.43,21,584,545
specialist,specialist,specialist,5.52,2.11,21,4.27,2.43,22,6.1,2.22,20,487,448
specimen,specimen,specimen,4.4,1.85,20,3.24,2.11,25,4.84,2.39,19,481,417
speck,speck,speck,4.33,1.2,21,3.95,2.35,20,4.41,2.24,22,484,503
speech,speech,speech,5.62,1.88,21,4.1,1.83,20,6.68,2.14,19,453,447
spell,spell,spell,6.18,1.92,22,4.15,2.43,20,6.58,2.5,19,376,429
spell,spelling,spell,5.75,1.21,20,3.62,1.96,21,6.53,2.19,34,376,429
sperm,sperm,sperm,5.47,2.34,19,4.86,2.26,21,4.43,2.41,23,578,548
sphere,sphere,sphere,6.21,2.04,19,4.0,2.53,21,5.6,2.37,20,489,562
spice,spice,spice,6.55,1.28,20,4.06,2.1,18,6.0,1.77,22,590,592
spici,spicy,spicy,6.32,1.73,22,6.63,2.52,19,5.55,2.31,20,478,494
spider,spider,spider,3.35,2.3,20,6.91,1.93,22,3.74,2.43,43,607,597
spike,spike,spike,4.23,1.77,22,5.35,2.14,23,5.42,1.89,19,572,573
spinach,spinach,spinach,5.81,1.94,21,3.43,2.06,23,5.46,1.61,26,589,606
spirit,spirit,spirit,7.0,1.65,43,5.03,2.71,39,6.38,2.27,42,296,450
spirit,spirited,spirit,7.57,1.12,21,5.21,2.36,24,7.14,2.08,22,296,450
spite,spiteful,spite,2.89,1.66,19,4.71,1.9,21,5.13,2.4,23,262,405
split,split,split,4.5,2.22,22,5.55,2.63,20,5.79,2.66,19,417,445
spong,sponge,sponge,5.45,1.32,20,4.25,2.17,20,6.0,1.7,26,597,577
spook,spook,spook,3.7,2.2,20,5.14,2.34,22,5.0,2.38,19,417,449
spool,spool,spool,5.71,1.76,21,3.37,2.24,19,5.08,2.16,36,565,552
spoon,spoon,spoon,5.9,1.34,21,3.79,2.97,19,5.18,2.4,22,614,584
spoon,spoonful,spoon,5.29,1.42,21,2.62,2.04,24,5.85,2.48,20,614,584
spot,spot,spot,5.12,1.54,17,2.95,1.91,21,4.83,2.09,18,512,507
spout,spout,spout,5.29,1.15,21,3.14,1.91,22,5.11,1.74,27,468,466
spray,spray,spray,5.06,1.0,18,4.0,2.21,41,6.22,2.21,18,514,559
spree,spree,spree,5.95,1.68,19,5.0,2.69,24,5.07,2.37,28,333,425
spring,spring,spring,7.64,1.46,44,5.5,2.57,18,5.9,2.36,20,524,585
sprint,sprint,sprint,5.67,2.33,21,5.9,2.9,20,5.72,1.98,36,411,526
spruce,spruce,spruce,5.55,1.61,20,3.18,2.04,17,4.96,2.49,24,568,532
squar,square,square,5.11,1.61,38,3.33,2.32,43,5.3,2.74,20,516,610
squeak,squeak,squeak,4.95,2.28,22,4.79,2.49,19,4.62,2.06,21,461,492
squint,squint,squint,4.4,1.39,20,3.71,2.02,17,4.62,2.6,24,456,515
squir,squire,squire,4.67,1.24,21,3.48,2.15,23,5.04,1.75,26,502,459
squirrel,squirrel,squirrel,5.71,2.31,21,4.48,2.23,23,5.62,1.69,21,612,642
squirt,squirt,squirt,5.67,2.37,21,4.56,2.33,25,4.79,2.35,19,453,496
stabl,stable,stable,5.2,2.04,20,3.11,2.52,18,6.33,2.78,24,562,537
stadium,stadium,stadium,5.53,1.68,19,5.25,2.55,20,5.0,2.45,20,569,586
staff,staff,staff,5.18,1.01,22,4.3,2.2,20,6.26,2.05,19,515,478
stain,stain,stain,3.0,1.08,20,4.27,2.43,26,4.61,2.48,23,535,533
stair,stair,stair,5.14,1.24,21,4.4,2.48,20,5.67,2.33,21,558,551
stair,stairs,stair,5.48,1.21,21,3.59,2.17,22,5.57,1.83,21,558,551
stake,stake,stake,4.78,1.44,18,3.42,2.14,19,4.52,1.78,25,540,506
stale,stale,stale,3.62,1.4,21,2.68,1.94,22,4.67,2.06,27,393,412
stalk,stalk,stalk,3.89,2.0,19,5.36,2.46,22,3.61,2.31,28,474,440
stand,stand,stand,5.27,1.83,22,3.1,2.05,21,5.89,1.68,18,450,471
standard,standard,standard,4.76,1.34,21,3.61,1.99,23,5.14,1.88,21,324,319
standard,standardized,standard,4.48,1.47,21,3.65,2.5,23,4.46,2.02,26,324,319
star,star,star,7.47,1.61,19,5.5,2.78,20,5.82,2.55,38,574,623
starch,starch,starch,4.95,1.99,21,3.9,1.92,20,6.52,1.75,21,555,497
stare,stare,stare,4.45,1.61,20,4.68,2.42,22,6.38,1.91,21,365,420
state,state,state,5.73,1.32,22,3.29,1.85,21,5.65,1.9,17,440,511
state,stately,state,5.05,1.36,21,3.1,2.17,20,5.27,2.76,22,440,511
statement,statement,statement,5.32,1.46,22,3.7,2.39,20,6.89,1.76,19,379,386
station,station,station,5.5,1.29,18,3.0,2.02,21,4.61,1.82,18,572,554
statu,statue,statue,5.95,1.35,19,2.82,2.01,917,4.95,2.15,42,600,562
stay,stay,stay,6.14,1.64,22,3.14,1.82,21,5.71,2.08,17,329,321
steak,steak,steak,6.2,2.12,20,3.63,2.73,19,6.04,2.21,25,646,647
steal,steal,steal,2.17,1.15,18,5.3,2.79,20,3.0,1.85,18,363,448
steal,stealing,steal,2.75,1.21,20,4.57,2.31,21,5.5,2.83,18,363,448
steam,steam,steam,5.4,1.23,20,4.0,1.72,22,4.84,2.24,19,552,591
steam,steaming,steam,5.05,1.9,20,3.56,2.06,18,6.25,2.38,24,552,591
steamer,steamer,steamer,4.91,1.54,22,3.73,1.93,26,5.54,1.84,24,591,616
steel,steel,steel,4.95,1.56,21,3.86,2.26,21,5.68,2.34,25,586,534
steepl,steeple,steeple,5.62,1.4,21,3.04,2.11,25,4.89,2.42,19,561,559
stem,stem,stem,5.1,1.84,21,3.47,2.04,19,6.19,1.86,21,556,533
step,step,step,5.68,1.49,22,3.48,1.86,21,6.0,1.84,17,508,483
step,steps,step,4.95,1.36,20,3.0,2.11,18,6.17,2.32,24,508,483
stern,stern,stern,3.9,1.07,20,3.91,2.24,22,5.58,2.12,19,349,424
stew,stew,stew,5.86,1.77,21,2.95,1.84,22,5.36,2.06,22,603,587
stick,stick,stick,5.27,1.2,22,3.81,1.97,21,5.82,2.43,17,604,517
still,stillness,still,5.19,1.78,21,2.78,2.45,23,5.25,2.15,20,354,345
sting,sting,sting,2.55,1.1,20,4.88,2.8,17,3.45,1.57,22,509,553
sting,stinging,sting,3.57,2.04,21,6.47,2.12,19,4.47,2.56,36,509,553
stingi,stingy,stingy,2.53,1.47,19,4.73,3.27,22,4.54,2.46,28,299,395
stipend,stipend,stipend,6.05,2.18,21,3.77,2.43,22,4.41,2.17,27,396,213
stock,stock,stocking,5.5,1.44,22,3.5,2.46,20,4.62,2.18,24,551,555
stock,stocking,stocking,5.33,1.74,21,4.08,1.91,24,5.0,2.23,22,551,555
stock,stockings,stocking,6.21,1.93,19,4.81,2.73,21,4.81,1.91,16,551,555
stoic,stoic,stoic,4.47,1.39,19,3.29,1.65,21,6.04,2.34,23,305,340
stomach,stomach,stomach,4.53,1.47,19,3.76,1.73,21,5.4,1.95,43,617,551
stone,stone,stone,4.81,1.66,21,3.25,2.2,20,7.26,2.31,19,614,585
stool,stool,stool,4.47,1.61,43,2.39,1.69,18,5.2,2.27,25,592,584
stop,stop,stop,4.73,1.16,22,4.14,2.5,21,5.06,2.7,17,308,452
store,store,store,5.94,1.76,18,3.43,1.99,21,5.44,1.54,18,548,506
storm,storm,storm,5.74,2.51,19,5.86,2.73,22,3.72,2.61,18,527,587
stori,story,story,7.27,1.24,22,3.52,2.54,21,5.33,2.03,18,427,491
stout,stout,stout,5.29,1.85,21,3.35,2.28,20,4.86,2.92,22,413,521
stove,stove,stove,5.63,1.41,41,3.82,2.16,44,6.08,2.04,24,591,592
strain,strain,strain,3.71,1.93,21,4.78,2.0,23,4.08,1.87,26,338,402
strand,strand,strand,5.0,1.8,22,3.27,1.98,22,5.15,2.37,20,442,431
stranger,stranger,stranger,4.09,1.63,22,5.8,2.28,20,4.84,2.46,19,441,454
straw,straw,straw,5.89,1.75,18,2.35,1.6,20,5.24,2.09,25,603,568
strawberri,strawberry,strawberry,7.25,1.52,20,4.05,2.68,22,5.54,2.58,26,610,631
street,street,street,5.07,1.0,42,3.45,2.18,22,5.41,1.87,22,579,577
strength,strength,strength,6.73,2.31,22,5.3,2.83,20,7.42,2.17,19,339,470
stride,stride,stride,5.81,1.12,21,4.1,2.36,20,5.1,1.84,21,409,462
string,string,string,5.25,1.29,20,3.8,2.26,20,5.62,1.96,26,570,556
string,strings,string,5.28,1.81,18,2.58,1.46,19,5.0,1.98,25,570,556
stripe,stripe,stripe,5.24,1.14,21,3.67,2.08,21,5.21,2.04,24,550,562
stripe,striped,stripe,4.81,1.81,21,4.38,2.48,21,4.86,1.25,22,550,562
stroke,stroke,stroke,4.19,2.06,21,4.95,3.09,22,4.19,2.39,27,463,481
strut,strut,strut,5.6,1.39,20,5.46,2.25,24,6.39,1.5,28,429,437
stub,stub,stub,3.89,1.52,19,3.86,1.74,21,4.05,1.88,20,542,495
student,student,student,6.41,1.44,22,4.25,2.69,20,6.79,2.37,19,549,603
stumbl,stumble,stumble,3.76,1.22,21,4.76,2.26,21,4.2,2.33,25,433,485
stump,stump,stump,4.62,2.11,21,3.85,2.6,20,4.54,2.2,35,540,490
stunt,stunt,stunt,4.95,1.6,21,4.81,2.27,21,4.4,2.24,25,393,429
stupid,stupid,stupid,2.84,2.01,43,4.34,2.6,47,4.03,2.76,58,351,381
stupid,stupidity,stupid,2.71,1.79,21,4.5,2.93,20,4.32,2.46,22,351,381
style,style,style,6.81,1.83,21,4.6,2.8,20,7.47,1.61,19,344,416
style,styling,style,5.7,1.49,20,3.72,2.32,18,6.41,1.89,22,344,416
subject,subject,subject,5.33,1.65,21,4.2,2.14,20,6.37,2.39,19,406,418
subject,subjective,subject,5.86,1.62,21,3.56,2.36,25,5.21,2.44,19,406,418
submarin,submarine,submarine,6.0,1.37,19,4.24,2.3,21,4.61,2.13,23,583,588
substanc,substance,substance,4.29,1.49,21,3.62,2.79,24,5.75,2.31,20,479,348
substitut,substitute,substitute,4.91,1.28,23,3.59,2.06,22,5.25,1.8,20,400,360
substitut,substitution,substitute,4.95,0.83,20,3.24,2.0,21,5.6,2.08,25,400,360
subtract,subtract,subtraction,4.25,1.55,20,3.96,2.18,23,6.1,2.19,21,336,413
succeed,succeed,succeed,7.05,1.68,19,6.71,2.0,21,6.1,2.25,20,304,416
success,success,success,7.49,1.55,41,5.8,2.54,41,6.38,2.38,40,295,443
success,successful,success,7.76,1.76,21,5.08,2.54,24,7.71,1.42,21,295,443
success,succession,success,4.52,2.14,21,3.74,2.43,23,5.89,2.11,18,295,443
sucker,sucker,sucker,4.0,2.27,22,4.74,2.65,23,4.17,2.31,18,404,419
sud,suds,suds,5.24,2.3,21,3.73,1.88,22,5.5,1.68,22,554,565
sue,sue,sue,2.18,1.22,22,6.15,2.46,20,5.58,2.78,19,432,449
sued,suede,suede,5.36,1.68,22,2.75,1.97,20,5.71,1.98,21,578,550
suffer,suffer,sufferance,2.05,1.32,20,4.5,2.34,24,3.32,2.26,28,260,326
suffoc,suffocate,suffocate,2.62,2.03,39,6.09,2.58,44,3.48,2.61,23,391,486
suffoc,suffocation,suffocate,2.44,1.69,18,5.0,2.73,22,3.17,2.21,23,391,486
sugar,sugar,sugar,6.56,1.8,41,5.29,2.49,17,6.32,2.32,25,620,595
suggest,suggest,suggestion,5.55,1.53,22,3.75,2.07,20,5.84,2.43,19,333,345
suggest,suggestion,suggestion,5.79,1.65,19,4.18,2.22,22,6.41,2.02,22,333,345
suggest,suggestive,suggestion,4.95,1.5,21,4.44,2.29,25,5.68,2.4,19,333,345
suit,suit,suit,5.89,1.97,18,3.05,2.04,20,5.17,2.64,18,545,536
suit,suit,suite,5.89,1.97,18,3.05,2.04,20,5.17,2.64,18,534,487
suit,suite,suit,7.05,1.72,19,3.61,2.02,23,6.16,1.46,19,545,536
suit,suite,suite,7.05,1.72,19,3.61,2.02,23,6.16,1.46,19,534,487
sultan,sultan,sultan,4.48,1.97,21,3.48,2.23,23,4.94,2.44,18,563,541
sum,sum,sum,5.71,1.95,21,3.1,1.81,21,5.88,2.13,25,379,465
summer,summer,summer,7.5,1.89,18,5.48,2.86,21,6.61,1.69,18,439,618
sun,sun,sun,6.92,1.89,40,4.64,2.54,47,4.98,2.72,54,617,639
sunburn,sunburn,sunburn,2.76,1.52,17,4.45,2.76,20,4.12,2.09,25,563,629
sunlight,sunlight,sunlight,7.46,1.94,41,4.44,2.66,43,6.12,2.3,43,515,643
sunset,sunset,sunset,7.46,1.5,39,4.68,2.73,44,5.32,2.98,25,525,633
sunshin,sunshine,sunshine,8.14,1.13,22,5.32,3.11,19,5.43,2.29,21,527,655
superflu,superfluous,superfluity,4.53,1.95,19,4.45,1.9,22,4.58,1.59,24,237,232
supper,supper,supper,6.72,1.81,18,3.6,2.6,20,5.64,2.08,25,563,590
suppli,supply,supply,5.11,1.33,19,3.28,1.9,18,5.24,2.39,17,368,340
suppress,suppress,suppression,2.72,1.18,18,3.55,2.44,20,4.55,2.61,20,289,328
suppress,suppression,suppression,3.68,1.29,19,3.17,2.07,18,4.29,2.34,17,289,328
sure,sure,sure,6.64,2.13,22,3.48,2.25,21,6.82,1.51,17,281,285
surf,surf,surf,6.05,1.67,20,5.57,1.96,21,5.18,2.77,34,527,601
surfac,surface,surface,5.62,1.47,21,3.04,2.09,25,5.16,2.36,19,447,453
surpris,surprise,surprise,7.44,1.58,18,6.57,2.75,21,5.17,2.41,18,326,451
surpris,surprised,surprise,6.57,2.2,21,5.95,2.64,21,4.72,2.17,25,326,451
surpris,surprising,surprise,6.75,1.48,20,5.65,2.21,20,3.77,1.82,22,326,451
surrend,surrender,surrender,3.73,1.91,22,4.58,2.06,26,3.88,2.72,24,356,432
suspect,suspect,suspect,2.39,1.24,18,4.57,2.5,21,3.22,1.93,18,379,377
suspicion,suspicion,suspicion,3.33,1.52,24,6.04,2.23,23,4.95,2.41,19,265,386
swallow,swallow,swallow,5.57,1.54,21,3.78,2.54,23,5.72,2.61,18,547,554
swamp,swamp,swamp,4.42,2.29,19,3.33,2.06,18,4.12,1.65,24,570,600
swarm,swarm,swarm,3.76,2.23,21,6.26,2.77,19,3.92,2.66,36,406,488
sway,sway,swayed,5.25,1.52,20,3.68,1.86,22,6.15,2.09,26,328,404
sweat,sweat,sweat,4.38,2.36,21,5.1,2.45,20,4.69,2.52,36,569,560
sweep,sweep,sweep,5.27,1.03,22,3.89,2.23,19,5.76,2.1,21,476,513
sweet,sweet,sweet,7.77,1.38,22,4.14,2.92,21,6.12,1.93,17,463,493
sweet,sweetness,sweet,7.37,1.54,19,4.37,3.02,19,5.92,1.79,26,463,493
